model-1588501844, 1588501861.246, 0.7, 0.2061, 0.69, 0.194
model-1588501844, 1588501861.298, 0.6, 0.2293, 0.61, 0.2165
model-1588501844, 1588501861.345, 0.71, 0.207, 0.63, 0.2279
model-1588501844, 1588501861.393, 0.6, 0.2218, 0.7, 0.2072
model-1588501844, 1588501861.44, 0.68, 0.2067, 0.66, 0.2096
model-1588501844, 1588501861.491, 0.61, 0.2068, 0.65, 0.2331
model-1588501844, 1588501861.544, 0.77, 0.1739, 0.69, 0.2129
model-1588501844, 1588501861.597, 0.72, 0.188, 0.6, 0.2476
model-1588501844, 1588501861.644, 0.68, 0.2172, 0.7, 0.2031
model-1588501844, 1588501861.688, 0.75, 0.1685, 0.67, 0.2092
model-1588501844, 1588501861.736, 0.59, 0.2328, 0.64, 0.2324
model-1588501844, 1588501861.788, 0.72, 0.2176, 0.72, 0.1946
model-1588501844, 1588501861.837, 0.65, 0.2204, 0.66, 0.2282
model-1588501844, 1588501861.885, 0.7, 0.1855, 0.65, 0.2179
model-1588501844, 1588501861.933, 0.7, 0.2102, 0.7, 0.2125
model-1588501844, 1588501861.981, 0.7, 0.1994, 0.65, 0.2174
model-1588501844, 1588501862.031, 0.72, 0.2078, 0.78, 0.177
model-1588501844, 1588501862.074, 0.72, 0.1845, 0.69, 0.2016
model-1588501844, 1588501862.123, 0.71, 0.1941, 0.65, 0.2013
model-1588501844, 1588501862.18, 0.72, 0.1925, 0.67, 0.223
model-1588501844, 1588501862.226, 0.61, 0.2302, 0.67, 0.211
model-1588501844, 1588501862.276, 0.76, 0.1829, 0.65, 0.2345
model-1588501844, 1588501862.324, 0.58, 0.2455, 0.76, 0.1965
model-1588501844, 1588501862.373, 0.62, 0.2297, 0.66, 0.1982
model-1588501844, 1588501862.42, 0.7, 0.2062, 0.67, 0.2152
model-1588501844, 1588501862.472, 0.69, 0.2063, 0.62, 0.2011
model-1588501844, 1588501862.521, 0.62, 0.2421, 0.73, 0.1802
model-1588501844, 1588501862.568, 0.64, 0.2075, 0.69, 0.2116
model-1588501844, 1588501862.625, 0.65, 0.2272, 0.65, 0.2076
model-1588501844, 1588501862.675, 0.67, 0.2245, 0.62, 0.2263
model-1588501844, 1588501862.722, 0.59, 0.2278, 0.58, 0.248
model-1588501844, 1588501862.773, 0.64, 0.2207, 0.73, 0.1888
model-1588501844, 1588501862.821, 0.59, 0.2228, 0.68, 0.1976
model-1588501844, 1588501862.87, 0.69, 0.2078, 0.69, 0.2094
model-1588501844, 1588501862.921, 0.68, 0.216, 0.61, 0.2207
model-1588501844, 1588501862.969, 0.59, 0.2337, 0.6, 0.2274
model-1588501844, 1588501863.016, 0.62, 0.2211, 0.67, 0.2215
model-1588501844, 1588501863.065, 0.76, 0.1894, 0.75, 0.2106
model-1588501844, 1588501863.112, 0.62, 0.2271, 0.72, 0.2038
model-1588501844, 1588501863.159, 0.62, 0.2186, 0.67, 0.2068
model-1588501844, 1588501863.211, 0.78, 0.1902, 0.63, 0.2064
model-1588501844, 1588501863.254, 0.7, 0.2032, 0.73, 0.2076
model-1588501844, 1588501863.297, 0.74, 0.1981, 0.63, 0.2078
model-1588501844, 1588501863.341, 0.75, 0.1808, 0.65, 0.2299
model-1588501844, 1588501863.384, 0.63, 0.2244, 0.67, 0.2237
model-1588501844, 1588501863.426, 0.6, 0.2288, 0.69, 0.2035
model-1588501844, 1588501863.472, 0.71, 0.2065, 0.67, 0.2007
model-1588501844, 1588501863.514, 0.62, 0.213, 0.65, 0.2061
model-1588501844, 1588501863.556, 0.66, 0.2214, 0.68, 0.2062
model-1588501844, 1588501863.6, 0.72, 0.2129, 0.58, 0.2146
model-1588501844, 1588501863.642, 0.72, 0.1891, 0.64, 0.1999
model-1588501844, 1588501863.685, 0.76, 0.2023, 0.72, 0.1896
model-1588501844, 1588501863.736, 0.74, 0.1844, 0.73, 0.1827
model-1588501844, 1588501863.785, 0.74, 0.1771, 0.7, 0.1998
model-1588501844, 1588501863.834, 0.75, 0.17, 0.67, 0.1924
model-1588501844, 1588501863.885, 0.59, 0.2262, 0.74, 0.1756
model-1588501844, 1588501863.934, 0.69, 0.2074, 0.64, 0.2142
model-1588501844, 1588501863.979, 0.69, 0.2032, 0.71, 0.1946
model-1588501844, 1588501864.03, 0.62, 0.226, 0.61, 0.2253
model-1588501844, 1588501864.076, 0.72, 0.1854, 0.69, 0.2184
model-1588501844, 1588501864.124, 0.71, 0.1931, 0.69, 0.2084
model-1588501844, 1588501864.176, 0.67, 0.2041, 0.63, 0.2089
model-1588501844, 1588501864.227, 0.65, 0.2062, 0.63, 0.2096
model-1588501844, 1588501864.273, 0.64, 0.2126, 0.73, 0.182
model-1588501844, 1588501864.323, 0.65, 0.1984, 0.74, 0.1636
model-1588501844, 1588501864.37, 0.68, 0.2057, 0.67, 0.2179
model-1588501844, 1588501864.414, 0.67, 0.2058, 0.67, 0.2277
model-1588501844, 1588501864.463, 0.64, 0.2161, 0.64, 0.2315
model-1588501844, 1588501864.513, 0.66, 0.1851, 0.74, 0.1884
model-1588501844, 1588501864.546, 0.77, 0.1747, 0.65, 0.2259
model-1588501844, 1588501864.604, 0.7, 0.2037, 0.74, 0.1771
model-1588501844, 1588501864.65, 0.76, 0.1658, 0.75, 0.1812
model-1588501844, 1588501864.699, 0.64, 0.2154, 0.74, 0.1771
model-1588501844, 1588501864.747, 0.71, 0.2025, 0.62, 0.214
model-1588501844, 1588501864.795, 0.7, 0.2017, 0.66, 0.2146
model-1588501844, 1588501864.842, 0.58, 0.235, 0.68, 0.2285
model-1588501844, 1588501864.894, 0.68, 0.1948, 0.66, 0.1997
model-1588501844, 1588501864.942, 0.74, 0.1888, 0.68, 0.1842
model-1588501844, 1588501864.99, 0.66, 0.2172, 0.7, 0.1939
model-1588501844, 1588501865.039, 0.72, 0.1787, 0.65, 0.2126
model-1588501844, 1588501865.086, 0.72, 0.19, 0.76, 0.1887
model-1588501844, 1588501865.135, 0.72, 0.1873, 0.7, 0.1918
model-1588501844, 1588501865.189, 0.74, 0.1651, 0.74, 0.1822
model-1588501844, 1588501865.236, 0.79, 0.159, 0.71, 0.1842
model-1588501844, 1588501865.291, 0.7, 0.2084, 0.7, 0.2202
model-1588501844, 1588501865.343, 0.68, 0.2119, 0.72, 0.1962
model-1588501844, 1588501865.394, 0.73, 0.1785, 0.62, 0.2374
model-1588501844, 1588501865.441, 0.71, 0.1745, 0.61, 0.2335
model-1588501844, 1588501865.494, 0.61, 0.2334, 0.59, 0.2438
model-1588501844, 1588501865.541, 0.66, 0.2052, 0.68, 0.2002
model-1588501844, 1588501865.586, 0.76, 0.1889, 0.75, 0.1694
model-1588501844, 1588501865.631, 0.73, 0.1823, 0.66, 0.2207
model-1588501844, 1588501865.683, 0.76, 0.1808, 0.72, 0.2002
model-1588501844, 1588501865.731, 0.73, 0.1898, 0.66, 0.1952
model-1588501844, 1588501865.774, 0.73, 0.1831, 0.7, 0.1885
model-1588501844, 1588501865.822, 0.67, 0.2155, 0.65, 0.2248
model-1588501844, 1588501865.868, 0.68, 0.1936, 0.73, 0.1827
model-1588501844, 1588501865.918, 0.74, 0.1797, 0.63, 0.2207
model-1588501844, 1588501865.968, 0.71, 0.1958, 0.74, 0.1762
model-1588501844, 1588501866.013, 0.72, 0.1895, 0.71, 0.1916
model-1588501844, 1588501866.062, 0.79, 0.1657, 0.66, 0.1986
model-1588501844, 1588501866.119, 0.74, 0.1777, 0.75, 0.1837
model-1588501844, 1588501866.177, 0.74, 0.1829, 0.75, 0.1576
model-1588501844, 1588501866.23, 0.7, 0.1938, 0.71, 0.1888
model-1588501844, 1588501866.285, 0.74, 0.1881, 0.67, 0.2048
model-1588501844, 1588501866.345, 0.69, 0.2015, 0.66, 0.2118
model-1588501844, 1588501866.398, 0.7, 0.1913, 0.74, 0.1886
model-1588501844, 1588501866.447, 0.74, 0.181, 0.74, 0.1791
model-1588501844, 1588501866.5, 0.68, 0.2087, 0.7, 0.2074
model-1588501844, 1588501866.551, 0.81, 0.1447, 0.78, 0.1571
model-1588501844, 1588501866.608, 0.77, 0.171, 0.71, 0.1787
model-1588501844, 1588501866.656, 0.73, 0.1869, 0.7, 0.1808
model-1588501844, 1588501866.707, 0.74, 0.1664, 0.68, 0.2145
model-1588501844, 1588501866.758, 0.73, 0.1831, 0.67, 0.2137
model-1588501844, 1588501866.812, 0.66, 0.2002, 0.66, 0.2043
model-1588501844, 1588501866.86, 0.71, 0.1906, 0.72, 0.2038
model-1588501844, 1588501866.909, 0.69, 0.212, 0.76, 0.1716
model-1588501844, 1588501866.96, 0.72, 0.1959, 0.69, 0.1951
model-1588501844, 1588501867.007, 0.7, 0.1971, 0.68, 0.1883
model-1588501844, 1588501867.059, 0.73, 0.1783, 0.78, 0.1651
model-1588501844, 1588501867.108, 0.72, 0.1887, 0.74, 0.2002
model-1588501844, 1588501867.164, 0.67, 0.2137, 0.7, 0.1986
model-1588501844, 1588501867.212, 0.71, 0.1906, 0.73, 0.1776
model-1588501844, 1588501867.27, 0.64, 0.2248, 0.64, 0.2144
model-1588501844, 1588501867.321, 0.7, 0.2102, 0.66, 0.2148
model-1588501844, 1588501867.371, 0.69, 0.2054, 0.65, 0.2177
model-1588501844, 1588501867.416, 0.64, 0.2159, 0.69, 0.2154
model-1588501844, 1588501867.46, 0.82, 0.1609, 0.66, 0.2165
model-1588501844, 1588501867.507, 0.71, 0.1859, 0.68, 0.2092
model-1588501844, 1588501867.569, 0.68, 0.1966, 0.66, 0.2148
model-1588501844, 1588501867.625, 0.74, 0.1878, 0.7, 0.1864
model-1588501844, 1588501867.677, 0.65, 0.2081, 0.73, 0.1709
model-1588501844, 1588501867.728, 0.73, 0.1824, 0.69, 0.1962
model-1588501844, 1588501867.778, 0.67, 0.1875, 0.72, 0.1938
model-1588501844, 1588501867.833, 0.64, 0.2065, 0.73, 0.1907
model-1588501844, 1588501867.885, 0.76, 0.1581, 0.7, 0.1865
model-1588501844, 1588501867.93, 0.72, 0.2053, 0.73, 0.1946
model-1588501844, 1588501867.978, 0.77, 0.177, 0.68, 0.1955
model-1588501844, 1588501868.025, 0.66, 0.2127, 0.76, 0.1829
model-1588501844, 1588501868.076, 0.64, 0.2122, 0.72, 0.2107
model-1588501844, 1588501868.124, 0.79, 0.1597, 0.69, 0.2116
model-1588501844, 1588501868.173, 0.72, 0.185, 0.71, 0.1976
model-1588501844, 1588501868.231, 0.72, 0.1853, 0.65, 0.199
model-1588501844, 1588501868.283, 0.73, 0.1935, 0.71, 0.1844
model-1588501844, 1588501868.336, 0.77, 0.1567, 0.65, 0.2139
model-1588501844, 1588501868.387, 0.71, 0.1984, 0.68, 0.2098
model-1588501844, 1588501868.439, 0.69, 0.1858, 0.69, 0.2033
model-1588501844, 1588501868.485, 0.72, 0.1853, 0.75, 0.1689
model-1588501844, 1588501868.533, 0.76, 0.1826, 0.7, 0.2014
model-1588501844, 1588501868.58, 0.71, 0.2004, 0.75, 0.1826
model-1588501844, 1588501868.627, 0.73, 0.1816, 0.72, 0.1751
model-1588501844, 1588501868.679, 0.71, 0.1944, 0.66, 0.2078
model-1588501844, 1588501868.729, 0.69, 0.197, 0.76, 0.1812
model-1588501844, 1588501868.777, 0.71, 0.1887, 0.69, 0.1965
model-1588501844, 1588501868.826, 0.76, 0.1847, 0.68, 0.1947
model-1588501844, 1588501868.877, 0.67, 0.2219, 0.64, 0.2121
model-1588501844, 1588501868.925, 0.71, 0.1893, 0.7, 0.2016
model-1588501844, 1588501868.973, 0.6, 0.2302, 0.67, 0.2125
model-1588501844, 1588501869.023, 0.75, 0.1762, 0.61, 0.2244
model-1588501844, 1588501869.068, 0.71, 0.1888, 0.69, 0.1889
model-1588501844, 1588501869.118, 0.8, 0.15, 0.7, 0.1977
model-1588501844, 1588501869.172, 0.66, 0.2085, 0.7, 0.189
model-1588501844, 1588501869.219, 0.73, 0.177, 0.64, 0.2111
model-1588501844, 1588501869.27, 0.65, 0.2136, 0.72, 0.1843
model-1588501844, 1588501869.325, 0.73, 0.2044, 0.69, 0.1837
model-1588501844, 1588501869.37, 0.76, 0.1917, 0.72, 0.1816
model-1588501844, 1588501869.419, 0.68, 0.1965, 0.74, 0.1616
model-1588501844, 1588501869.472, 0.72, 0.1754, 0.76, 0.1706
model-1588501844, 1588501869.523, 0.72, 0.1968, 0.64, 0.2269
model-1588501844, 1588501869.576, 0.75, 0.1746, 0.73, 0.1772
model-1588501844, 1588501869.628, 0.64, 0.2201, 0.7, 0.1923
model-1588501844, 1588501869.678, 0.71, 0.1779, 0.76, 0.1761
model-1588501844, 1588501869.731, 0.77, 0.1699, 0.77, 0.1651
model-1588501844, 1588501869.778, 0.72, 0.1945, 0.73, 0.2078
model-1588501844, 1588501869.823, 0.69, 0.2029, 0.71, 0.1906
model-1588501844, 1588501869.876, 0.73, 0.1942, 0.74, 0.1836
model-1588501844, 1588501869.923, 0.66, 0.2147, 0.73, 0.1867
model-1588501844, 1588501869.971, 0.74, 0.1692, 0.65, 0.2069
model-1588501844, 1588501870.015, 0.69, 0.1916, 0.77, 0.162
model-1588501844, 1588501870.057, 0.75, 0.1713, 0.7, 0.173
model-1588501844, 1588501870.099, 0.81, 0.1603, 0.77, 0.1694
model-1588501844, 1588501870.142, 0.73, 0.1944, 0.65, 0.2106
model-1588501844, 1588501870.185, 0.7, 0.183, 0.66, 0.1844
model-1588501844, 1588501870.227, 0.66, 0.2093, 0.69, 0.1836
model-1588501844, 1588501870.273, 0.77, 0.1806, 0.67, 0.2191
model-1588501844, 1588501870.316, 0.65, 0.2053, 0.67, 0.2125
model-1588501844, 1588501870.358, 0.77, 0.1642, 0.68, 0.2147
model-1588501844, 1588501870.402, 0.7, 0.2117, 0.73, 0.1772
model-1588501844, 1588501870.445, 0.67, 0.1995, 0.68, 0.2202
model-1588501844, 1588501870.487, 0.69, 0.2038, 0.68, 0.21
model-1588501844, 1588501870.533, 0.86, 0.1345, 0.68, 0.2106
model-1588501844, 1588501870.576, 0.72, 0.1757, 0.77, 0.1601
model-1588501844, 1588501870.619, 0.66, 0.2061, 0.7, 0.2028
model-1588501844, 1588501870.664, 0.78, 0.1474, 0.7, 0.1657
model-1588501844, 1588501870.716, 0.74, 0.1721, 0.7, 0.1782
model-1588501844, 1588501870.766, 0.71, 0.1882, 0.78, 0.1724
model-1588501844, 1588501870.818, 0.65, 0.2041, 0.7, 0.1936
model-1588501844, 1588501870.862, 0.76, 0.175, 0.72, 0.174
model-1588501844, 1588501870.909, 0.77, 0.1627, 0.75, 0.1843
model-1588501844, 1588501870.953, 0.76, 0.1771, 0.7, 0.1858
model-1588501844, 1588501870.995, 0.7, 0.1974, 0.75, 0.1909
model-1588501844, 1588501871.037, 0.68, 0.1982, 0.72, 0.1785
model-1588501844, 1588501871.08, 0.73, 0.1621, 0.78, 0.1614
model-1588501844, 1588501871.122, 0.71, 0.2002, 0.66, 0.1993
model-1588501844, 1588501871.164, 0.73, 0.1941, 0.67, 0.1958
model-1588501844, 1588501871.209, 0.65, 0.2005, 0.75, 0.1643
model-1588501844, 1588501871.251, 0.72, 0.1806, 0.79, 0.1726
model-1588501844, 1588501871.293, 0.81, 0.1638, 0.77, 0.1893
model-1588501844, 1588501871.336, 0.68, 0.1901, 0.71, 0.1982
model-1588501844, 1588501871.378, 0.8, 0.1427, 0.65, 0.227
model-1588501844, 1588501871.42, 0.57, 0.2553, 0.7, 0.1902
model-1588501844, 1588501871.465, 0.71, 0.195, 0.73, 0.1779
model-1588501844, 1588501871.508, 0.73, 0.1919, 0.64, 0.196
model-1588501844, 1588501871.551, 0.66, 0.216, 0.71, 0.1861
model-1588501844, 1588501871.595, 0.67, 0.2031, 0.69, 0.1816
model-1588501844, 1588501871.637, 0.67, 0.1916, 0.72, 0.1654
model-1588501844, 1588501871.679, 0.68, 0.1812, 0.7, 0.1736
model-1588501844, 1588501871.722, 0.76, 0.183, 0.75, 0.185
model-1588501844, 1588501871.764, 0.79, 0.1493, 0.73, 0.1963
model-1588501844, 1588501871.806, 0.77, 0.171, 0.79, 0.1492
model-1588501844, 1588501871.851, 0.77, 0.1778, 0.77, 0.1629
model-1588501844, 1588501871.893, 0.74, 0.1587, 0.79, 0.1554
model-1588501844, 1588501871.936, 0.69, 0.1908, 0.71, 0.162
model-1588501844, 1588501871.981, 0.67, 0.1977, 0.71, 0.171
model-1588501844, 1588501872.023, 0.69, 0.1943, 0.65, 0.2255
model-1588501844, 1588501872.069, 0.67, 0.2074, 0.68, 0.1947
model-1588501844, 1588501872.121, 0.69, 0.1998, 0.72, 0.1737
model-1588501844, 1588501872.171, 0.7, 0.1818, 0.68, 0.1912
model-1588501844, 1588501872.221, 0.66, 0.2018, 0.68, 0.2154
model-1588501844, 1588501872.272, 0.66, 0.2047, 0.74, 0.1839
model-1588501844, 1588501872.32, 0.7, 0.1841, 0.75, 0.1789
model-1588501844, 1588501872.372, 0.79, 0.1529, 0.74, 0.1752
model-1588501844, 1588501872.419, 0.76, 0.1704, 0.69, 0.222
model-1588501844, 1588501872.461, 0.64, 0.2048, 0.75, 0.1709
model-1588501844, 1588501872.503, 0.75, 0.1541, 0.66, 0.2295
model-1588501844, 1588501872.547, 0.66, 0.1987, 0.64, 0.2217
model-1588501844, 1588501872.591, 0.68, 0.1966, 0.7, 0.2034
model-1588501844, 1588501872.633, 0.75, 0.1844, 0.75, 0.1948
model-1588501844, 1588501872.677, 0.76, 0.1595, 0.78, 0.1604
model-1588501844, 1588501872.719, 0.69, 0.1828, 0.79, 0.1703
model-1588501844, 1588501872.761, 0.79, 0.157, 0.71, 0.1913
model-1588501844, 1588501872.804, 0.75, 0.1935, 0.73, 0.1794
model-1588501844, 1588501872.847, 0.79, 0.1511, 0.75, 0.1847
model-1588501844, 1588501872.889, 0.71, 0.1824, 0.74, 0.1672
model-1588501844, 1588501872.932, 0.75, 0.1636, 0.77, 0.1732
model-1588501844, 1588501872.974, 0.7, 0.1758, 0.69, 0.1883
model-1588501844, 1588501873.016, 0.8, 0.1446, 0.71, 0.1832
model-1588501844, 1588501873.059, 0.66, 0.2162, 0.68, 0.1868
model-1588501844, 1588501873.102, 0.74, 0.1808, 0.75, 0.1763
model-1588501844, 1588501873.144, 0.69, 0.1874, 0.78, 0.1777
model-1588501844, 1588501873.186, 0.72, 0.1781, 0.74, 0.1772
model-1588501844, 1588501873.229, 0.67, 0.2134, 0.7, 0.1827
model-1588501844, 1588501873.271, 0.71, 0.1745, 0.78, 0.1551
model-1588501844, 1588501873.314, 0.72, 0.1929, 0.74, 0.1764
model-1588501844, 1588501873.356, 0.7, 0.2076, 0.66, 0.2255
model-1588501844, 1588501873.398, 0.63, 0.2031, 0.7, 0.1998
model-1588501844, 1588501873.442, 0.76, 0.1842, 0.77, 0.1627
model-1588501844, 1588501873.483, 0.71, 0.1842, 0.71, 0.1928
model-1588501844, 1588501873.525, 0.72, 0.2, 0.67, 0.2108
model-1588501844, 1588501873.57, 0.73, 0.1915, 0.66, 0.2052
model-1588501844, 1588501873.612, 0.76, 0.1954, 0.71, 0.2058
model-1588501844, 1588501873.654, 0.8, 0.1641, 0.68, 0.1958
model-1588501844, 1588501873.698, 0.75, 0.1695, 0.69, 0.2105
model-1588501844, 1588501873.74, 0.61, 0.2365, 0.71, 0.2065
model-1588501844, 1588501873.782, 0.7, 0.1915, 0.66, 0.2194
model-1588501844, 1588501873.825, 0.8, 0.1564, 0.71, 0.1934
model-1588501844, 1588501873.87, 0.72, 0.1839, 0.7, 0.199
model-1588501844, 1588501873.912, 0.74, 0.1738, 0.69, 0.2038
model-1588501844, 1588501873.955, 0.79, 0.1571, 0.71, 0.1851
model-1588501844, 1588501873.997, 0.72, 0.1896, 0.78, 0.1605
model-1588501844, 1588501874.04, 0.64, 0.2182, 0.74, 0.169
model-1588501844, 1588501874.083, 0.64, 0.1972, 0.68, 0.1839
model-1588501844, 1588501874.125, 0.6, 0.2239, 0.75, 0.1692
model-1588501844, 1588501874.167, 0.72, 0.2052, 0.8, 0.1471
model-1588501844, 1588501874.212, 0.73, 0.1813, 0.73, 0.1732
model-1588501844, 1588501874.255, 0.75, 0.1676, 0.7, 0.2039
model-1588501844, 1588501874.297, 0.72, 0.1842, 0.64, 0.2109
model-1588501844, 1588501874.34, 0.71, 0.1758, 0.78, 0.1672
model-1588501844, 1588501874.382, 0.8, 0.1504, 0.74, 0.1802
model-1588501844, 1588501874.424, 0.78, 0.1409, 0.69, 0.2036
model-1588501844, 1588501874.468, 0.7, 0.1985, 0.68, 0.1892
model-1588501844, 1588501874.51, 0.72, 0.175, 0.79, 0.1692
model-1588501844, 1588501874.553, 0.74, 0.1805, 0.69, 0.1953
model-1588501844, 1588501874.599, 0.71, 0.1973, 0.75, 0.1721
model-1588501844, 1588501874.641, 0.8, 0.16, 0.7, 0.1972
model-1588501844, 1588501874.684, 0.76, 0.1723, 0.7, 0.2037
model-1588501844, 1588501874.727, 0.7, 0.1826, 0.75, 0.1795
model-1588501844, 1588501874.77, 0.69, 0.1836, 0.81, 0.1533
model-1588501844, 1588501874.813, 0.74, 0.1887, 0.74, 0.1556
model-1588501844, 1588501874.856, 0.73, 0.171, 0.69, 0.1769
model-1588501844, 1588501874.899, 0.67, 0.2007, 0.79, 0.1362
model-1588501844, 1588501874.941, 0.72, 0.1827, 0.78, 0.1616
model-1588501844, 1588501874.985, 0.71, 0.1932, 0.68, 0.1767
model-1588501844, 1588501875.028, 0.73, 0.1614, 0.7, 0.1971
model-1588501844, 1588501875.059, 0.81, 0.1375, 0.67, 0.217
model-1588501844, 1588501875.111, 0.75, 0.1926, 0.66, 0.1855
model-1588501844, 1588501875.153, 0.77, 0.149, 0.83, 0.1357
model-1588501844, 1588501875.196, 0.71, 0.185, 0.74, 0.1787
model-1588501844, 1588501875.244, 0.72, 0.1814, 0.78, 0.1552
model-1588501844, 1588501875.291, 0.75, 0.1825, 0.77, 0.1653
model-1588501844, 1588501875.339, 0.65, 0.215, 0.74, 0.1716
model-1588501844, 1588501875.388, 0.73, 0.1641, 0.74, 0.1671
model-1588501844, 1588501875.437, 0.79, 0.1572, 0.73, 0.2014
model-1588501844, 1588501875.486, 0.65, 0.198, 0.78, 0.1482
model-1588501844, 1588501875.533, 0.78, 0.1521, 0.76, 0.1538
model-1588501844, 1588501875.578, 0.78, 0.154, 0.74, 0.1836
model-1588501844, 1588501875.62, 0.79, 0.1647, 0.73, 0.2004
model-1588501844, 1588501875.665, 0.75, 0.1554, 0.74, 0.1745
model-1588501844, 1588501875.708, 0.84, 0.1409, 0.66, 0.2053
model-1588501844, 1588501875.753, 0.74, 0.1791, 0.71, 0.1937
model-1588501844, 1588501875.798, 0.74, 0.1894, 0.8, 0.1795
model-1588501844, 1588501875.841, 0.8, 0.1456, 0.69, 0.2051
model-1588501844, 1588501875.883, 0.79, 0.1484, 0.73, 0.1837
model-1588501844, 1588501875.927, 0.66, 0.2115, 0.78, 0.1697
model-1588501844, 1588501875.971, 0.73, 0.1732, 0.76, 0.1655
model-1588501844, 1588501876.013, 0.77, 0.1811, 0.76, 0.1554
model-1588501844, 1588501876.058, 0.78, 0.163, 0.73, 0.1893
model-1588501844, 1588501876.1, 0.78, 0.1534, 0.68, 0.2037
model-1588501844, 1588501876.142, 0.81, 0.16, 0.75, 0.1615
model-1588501844, 1588501876.185, 0.74, 0.1638, 0.74, 0.1645
model-1588501844, 1588501876.229, 0.67, 0.2215, 0.7, 0.2085
model-1588501844, 1588501876.272, 0.73, 0.1911, 0.71, 0.1994
model-1588501844, 1588501876.315, 0.79, 0.1614, 0.79, 0.1413
model-1588501844, 1588501876.357, 0.76, 0.1708, 0.65, 0.2157
model-1588501844, 1588501876.4, 0.76, 0.1751, 0.75, 0.1721
model-1588501844, 1588501876.443, 0.81, 0.1409, 0.77, 0.1625
model-1588501844, 1588501876.485, 0.8, 0.1441, 0.8, 0.1629
model-1588501844, 1588501876.527, 0.76, 0.1674, 0.71, 0.1788
model-1588501844, 1588501876.571, 0.74, 0.1747, 0.7, 0.194
model-1588501844, 1588501876.613, 0.76, 0.1703, 0.77, 0.1457
model-1588501844, 1588501876.655, 0.7, 0.1794, 0.75, 0.1632
model-1588501844, 1588501876.703, 0.72, 0.1776, 0.73, 0.1812
model-1588501844, 1588501876.745, 0.74, 0.1699, 0.77, 0.169
model-1588501844, 1588501876.787, 0.73, 0.1798, 0.74, 0.164
model-1588501844, 1588501876.83, 0.85, 0.1214, 0.69, 0.2065
model-1588501844, 1588501876.873, 0.79, 0.1521, 0.78, 0.1464
model-1588501844, 1588501876.915, 0.78, 0.1632, 0.73, 0.1873
model-1588501844, 1588501876.959, 0.8, 0.1388, 0.74, 0.176
model-1588501844, 1588501877.001, 0.76, 0.1637, 0.73, 0.1784
model-1588501844, 1588501877.043, 0.73, 0.1681, 0.66, 0.2168
model-1588501844, 1588501877.086, 0.74, 0.1692, 0.62, 0.2449
model-1588501844, 1588501877.129, 0.73, 0.202, 0.78, 0.1581
model-1588501844, 1588501877.171, 0.7, 0.2002, 0.7, 0.1844
model-1588501844, 1588501877.214, 0.76, 0.1754, 0.74, 0.2071
model-1588501844, 1588501877.258, 0.79, 0.1558, 0.67, 0.2252
model-1588501844, 1588501877.3, 0.74, 0.1839, 0.66, 0.2347
model-1588501844, 1588501877.346, 0.7, 0.2087, 0.86, 0.1247
model-1588501844, 1588501877.388, 0.75, 0.1639, 0.75, 0.1857
model-1588501844, 1588501877.431, 0.67, 0.2082, 0.66, 0.2095
model-1588501844, 1588501877.475, 0.7, 0.1972, 0.76, 0.1898
model-1588501844, 1588501877.518, 0.73, 0.1901, 0.77, 0.1915
model-1588501844, 1588501877.56, 0.65, 0.2157, 0.76, 0.1905
model-1588501844, 1588501877.604, 0.85, 0.1528, 0.66, 0.2185
model-1588501844, 1588501877.646, 0.75, 0.1906, 0.73, 0.1885
model-1588501844, 1588501877.689, 0.66, 0.1972, 0.72, 0.1877
model-1588501844, 1588501877.732, 0.7, 0.1872, 0.71, 0.1919
model-1588501844, 1588501877.775, 0.68, 0.2091, 0.75, 0.1756
model-1588501844, 1588501877.817, 0.73, 0.1946, 0.68, 0.195
model-1588501844, 1588501877.863, 0.64, 0.2107, 0.67, 0.1991
model-1588501844, 1588501877.905, 0.63, 0.226, 0.71, 0.1844
model-1588501844, 1588501877.948, 0.77, 0.1569, 0.63, 0.2076
model-1588501844, 1588501877.992, 0.69, 0.2109, 0.72, 0.199
model-1588501844, 1588501878.034, 0.74, 0.1811, 0.77, 0.1627
model-1588501844, 1588501878.076, 0.63, 0.2292, 0.74, 0.1699
model-1588501844, 1588501878.119, 0.68, 0.1929, 0.74, 0.1821
model-1588501844, 1588501878.164, 0.75, 0.1641, 0.68, 0.2068
model-1588501844, 1588501878.206, 0.74, 0.1777, 0.7, 0.184
model-1588501844, 1588501878.252, 0.76, 0.1743, 0.74, 0.1796
model-1588501844, 1588501878.297, 0.68, 0.2096, 0.69, 0.1937
model-1588501844, 1588501878.341, 0.76, 0.1631, 0.73, 0.1763
model-1588501844, 1588501878.39, 0.78, 0.1841, 0.67, 0.199
model-1588501844, 1588501878.437, 0.77, 0.1637, 0.76, 0.168
model-1588501844, 1588501878.487, 0.7, 0.1717, 0.63, 0.2102
model-1588501844, 1588501878.532, 0.72, 0.1794, 0.79, 0.1604
model-1588501844, 1588501878.576, 0.72, 0.1988, 0.7, 0.1862
model-1588501844, 1588501878.618, 0.72, 0.1783, 0.76, 0.1581
model-1588501844, 1588501878.664, 0.67, 0.1878, 0.73, 0.1802
model-1588501844, 1588501878.706, 0.7, 0.1773, 0.71, 0.1877
model-1588501844, 1588501878.752, 0.69, 0.1774, 0.74, 0.1746
model-1588501844, 1588501878.796, 0.8, 0.1681, 0.69, 0.2115
